,sales_id,customer_id,order_date,ship_date,ship_mode,ship_to,total
7224,6101,681,2024-05-29,2024-05-31,First Class,233,154.07
7225,8113,474,2024-05-29,2024-06-03,Standard Class,422,4.38
7226,2266,223,2024-05-29,2024-05-31,First Class,87,125.48
7227,311,251,2024-05-29,2024-06-03,Standard Class,296,6.72
7228,4111,78,2024-05-29,2024-05-30,First Class,466,1346.84
7229,6089,612,2024-05-29,2024-06-05,Standard Class,539,501.81
7230,8213,457,2024-05-30,2024-06-03,Second Class,17,313.08
7231,9392,265,2024-05-30,2024-06-01,First Class,172,936.7
7232,4282,657,2024-05-30,2024-05-30,Same Day,612,635.56
7233,8441,285,2024-05-30,2024-05-30,Same Day,522,3.29
7234,669,677,2024-05-30,2024-06-06,Standard Class,596,1553.36
7235,5824,423,2024-05-30,2024-05-30,Same Day,628,563.94
7236,3814,457,2024-05-30,2024-05-30,Same Day,600,767.41
7237,5521,614,2024-05-30,2024-06-03,Second Class,495,2300.12
7238,3167,632,2024-05-30,2024-05-31,First Class,462,142.8
7239,1492,458,2024-05-30,2024-06-06,Standard Class,21,218.4
7240,6558,645,2024-06-01,2024-06-07,Standard Class,186,127.5
7241,7759,252,2024-06-02,2024-06-02,Same Day,465,607.55
7242,4844,478,2024-06-02,2024-06-04,First Class,339,25.98
7243,7478,277,2024-06-03,2024-06-03,Same Day,350,692.36
7244,3345,482,2024-06-04,2024-06-04,Same Day,11,905.85
7245,2588,496,2024-06-04,2024-06-04,Same Day,279,211.45
7246,3969,2,2024-06-04,2024-06-04,Same Day,108,143.71
7247,864,671,2024-06-05,2024-06-08,Second Class,121,1290.45
7248,4332,442,2024-06-05,2024-06-05,Same Day,558,77.14
7249,5529,218,2024-06-06,2024-06-12,Standard Class,510,670.78
7250,8518,295,2024-06-07,2024-06-10,Second Class,460,2510.9
7251,1890,107,2024-06-07,2024-06-12,Standard Class,66,525.31
7252,2467,690,2024-06-08,2024-06-08,Same Day,602,308.66
7253,6437,19,2024-06-08,2024-06-12,Second Class,110,24.45
7254,5112,280,2024-06-08,2024-06-15,Standard Class,233,2062.21
7255,521,265,2024-06-08,2024-06-12,Second Class,345,31.33
7256,3920,631,2024-06-08,2024-06-13,Standard Class,240,971.41
7257,3546,677,2024-06-09,2024-06-10,First Class,76,32.68
7258,6621,478,2024-06-09,2024-06-11,First Class,584,800.9
7259,3508,497,2024-06-09,2024-06-12,Second Class,522,232.47
7260,117,46,2024-06-09,2024-06-10,First Class,6,930.73
7261,1888,659,2024-06-10,2024-06-11,First Class,183,703.3
7262,9113,83,2024-06-10,2024-06-13,Second Class,382,392.62
7263,1773,406,2024-06-10,2024-06-17,Standard Class,412,24.55
7264,6958,221,2024-06-11,2024-06-15,Second Class,515,271.84
7265,8068,498,2024-06-11,2024-06-11,Same Day,145,1756.32
7266,9172,446,2024-06-11,2024-06-14,Second Class,629,131.97
7267,5689,426,2024-06-12,2024-06-13,First Class,290,2295.72
7268,7877,284,2024-06-12,2024-06-14,First Class,607,3113.1
7269,5635,296,2024-06-12,2024-06-17,Standard Class,406,279.68
7270,8804,687,2024-06-12,2024-06-13,First Class,309,441.85
7271,4886,630,2024-06-12,2024-06-13,First Class,220,665.33
7272,6222,618,2024-06-12,2024-06-18,Standard Class,503,524.88
7273,6753,287,2024-06-12,2024-06-12,Same Day,486,719.64
7274,8492,265,2024-06-13,2024-06-20,Standard Class,589,462.86
7275,584,653,2024-06-13,2024-06-16,Second Class,422,8.88
7276,2567,688,2024-06-13,2024-06-14,First Class,369,99.39
7277,9952,287,2024-06-13,2024-06-15,First Class,72,900.14
7278,8353,263,2024-06-14,2024-06-14,Same Day,129,3316.73
7279,7438,71,2024-06-14,2024-06-19,Standard Class,447,92.06
7280,2695,674,2024-06-14,2024-06-21,Standard Class,526,793.14
7281,4388,679,2024-06-15,2024-06-19,Second Class,161,654.9
7282,9940,680,2024-06-15,2024-06-18,Second Class,424,840.04
7283,9673,488,2024-06-15,2024-06-17,First Class,111,574.43
7284,3412,288,2024-06-15,2024-06-16,First Class,603,61.36
7285,7990,429,2024-06-15,2024-06-15,Same Day,477,405.72
7286,709,297,2024-06-16,2024-06-17,First Class,101,301.96
7287,7002,27,2024-06-16,2024-06-21,Standard Class,120,653.56
7288,9533,682,2024-06-16,2024-06-21,Standard Class,537,702.81
7289,1706,433,2024-06-16,2024-06-21,Standard Class,200,5882.22
7290,5273,486,2024-06-16,2024-06-16,Same Day,449,2176.52
7291,5384,671,2024-06-17,2024-06-21,Second Class,514,64.47
7292,2970,413,2024-06-17,2024-06-23,Standard Class,310,6.68
7293,769,682,2024-06-17,2024-06-19,First Class,626,81.52
7294,2103,239,2024-06-17,2024-06-20,Second Class,409,64.9
7295,4654,242,2024-06-18,2024-06-18,Same Day,479,1099.6
7296,6114,693,2024-06-18,2024-06-22,Second Class,148,80.93
7297,5705,680,2024-06-18,2024-06-22,Second Class,630,7.28
7298,6764,409,2024-06-18,2024-06-19,First Class,461,387.23
7299,4370,82,2024-06-18,2024-06-23,Standard Class,209,813.01
7300,4816,51,2024-06-18,2024-06-21,Second Class,262,431.9
7301,8447,663,2024-06-18,2024-06-22,Second Class,426,1185.07
7302,1859,261,2024-06-18,2024-06-21,Second Class,120,21.78
7303,4496,663,2024-06-19,2024-06-23,Second Class,60,159.21
7304,6159,93,2024-06-19,2024-06-24,Standard Class,237,4165.97
7305,574,485,2024-06-19,2024-06-23,Second Class,293,1135.9
7306,8099,224,2024-06-19,2024-06-22,Second Class,71,776.82
7307,5401,233,2024-06-19,2024-06-19,Same Day,518,4115.3
7308,5948,82,2024-06-19,2024-06-23,Second Class,531,29.96
7309,2067,619,2024-06-19,2024-06-19,Same Day,148,1176.86
7310,8537,466,2024-06-19,2024-06-20,First Class,568,22.96
7311,5010,5,2024-06-19,2024-06-22,Second Class,59,661.68
7312,7865,689,2024-06-20,2024-06-23,Second Class,311,573.25
7313,3859,472,2024-06-20,2024-06-20,Same Day,195,1196.86
7314,1651,489,2024-06-20,2024-06-27,Standard Class,158,247.98
7315,7107,421,2024-06-20,2024-06-20,Same Day,520,2945.18
7316,8408,505,2024-06-20,2024-06-20,Same Day,414,218.93
7317,5790,68,2024-06-20,2024-06-25,Standard Class,551,112.12
7318,7683,650,2024-06-21,2024-06-25,Second Class,35,99.56
7319,5877,246,2024-06-21,2024-06-27,Standard Class,458,70.2
7320,1496,406,2024-06-21,2024-06-27,Standard Class,91,6.48
7321,6643,469,2024-06-21,2024-06-23,First Class,626,24.78
7322,6426,32,2024-06-21,2024-06-21,Same Day,361,229.64
7323,8123,677,2024-06-21,2024-06-22,First Class,544,2523.36
7324,2281,505,2024-06-21,2024-06-22,First Class,626,732.81
7325,2699,69,2024-06-21,2024-06-21,Same Day,428,1004.41
7326,5957,97,2024-06-21,2024-06-25,Second Class,398,786.8
7327,5004,668,2024-06-21,2024-06-25,Second Class,595,170.98
7328,3341,625,2024-06-22,2024-06-22,Same Day,390,1251.42
7329,5183,668,2024-06-22,2024-06-22,Same Day,121,367.86
7330,8172,666,2024-06-22,2024-06-22,Same Day,318,477.65
7331,5171,297,2024-06-22,2024-06-25,Second Class,73,2898.62
7332,9488,70,2024-06-22,2024-06-24,First Class,77,3594.23
7333,4381,292,2024-06-22,2024-06-23,First Class,216,2089.67
7334,5882,291,2024-06-22,2024-06-28,Standard Class,536,32.4
7335,4653,667,2024-06-22,2024-06-23,First Class,216,273.42
7336,2342,410,2024-06-23,2024-06-28,Standard Class,612,3090.05
7337,5281,76,2024-06-23,2024-06-26,Second Class,465,278.77
7338,5523,693,2024-06-23,2024-06-23,Same Day,546,1296.28
7339,4272,85,2024-06-23,2024-06-24,First Class,166,374.18
7340,3077,679,2024-06-23,2024-06-23,Same Day,569,214.79
7341,52,453,2024-06-23,2024-06-24,First Class,602,1147.4
7342,447,99,2024-06-23,2024-06-24,First Class,115,258.54
7343,4151,627,2024-06-23,2024-06-23,Same Day,401,395.16
7344,6194,639,2024-06-23,2024-06-23,Same Day,507,283.12
7345,1418,261,2024-06-23,2024-06-28,Standard Class,189,112.18
7346,379,57,2024-06-23,2024-06-23,Same Day,310,383.27
7347,4538,37,2024-06-24,2024-06-26,First Class,186,605.4
7348,1490,677,2024-06-24,2024-06-26,First Class,6,656.27
7349,1241,406,2024-06-24,2024-06-30,Standard Class,200,584.55
7350,9936,20,2024-06-24,2024-06-24,Same Day,385,306.9
7351,2873,464,2024-06-24,2024-06-27,Second Class,359,289.78
7352,2081,666,2024-06-24,2024-07-01,Standard Class,404,2593.65
7353,5472,1,2024-06-24,2024-06-26,First Class,436,176.7
7354,5350,247,2024-06-24,2024-06-25,First Class,74,8714.15
7355,819,695,2024-06-25,2024-06-26,First Class,583,148.62
7356,5462,289,2024-06-25,2024-06-29,Second Class,392,28.96
7357,7366,628,2024-06-25,2024-06-25,Same Day,370,389.73
7358,8568,508,2024-06-25,2024-06-25,Same Day,402,108.57
7359,4363,668,2024-06-25,2024-06-29,Second Class,52,512.1
7360,9264,74,2024-06-25,2024-07-01,Standard Class,260,1207.74
7361,3057,288,2024-06-25,2024-07-01,Standard Class,274,2130.65
7362,6115,698,2024-06-25,2024-06-27,First Class,391,1466.0
7363,6364,53,2024-06-25,2024-06-26,First Class,192,48.04
7364,1384,656,2024-06-25,2024-06-25,Same Day,535,20.56
7365,4234,667,2024-06-25,2024-07-01,Standard Class,55,9230.08
7366,7554,99,2024-06-25,2024-06-26,First Class,568,963.94
7367,4096,419,2024-06-25,2024-07-01,Standard Class,93,96.73
7368,3510,670,2024-06-25,2024-06-28,Second Class,193,8688.12
7369,6380,644,2024-06-26,2024-06-28,First Class,314,19.44
7370,5450,275,2024-06-26,2024-06-26,Same Day,396,108.35
7371,3648,444,2024-06-26,2024-06-28,First Class,390,993.94
7372,7615,288,2024-06-26,2024-07-01,Standard Class,404,510.77
7373,5001,477,2024-06-26,2024-07-02,Standard Class,219,10686.32
7374,3155,458,2024-06-26,2024-07-02,Standard Class,109,513.35
7375,35,274,2024-06-26,2024-06-30,Second Class,241,1439.61
7376,9999,20,2024-06-26,2024-07-01,Standard Class,516,38.88
7377,492,259,2024-06-26,2024-06-29,Second Class,119,23.31
7378,1171,683,2024-06-26,2024-06-28,First Class,375,648.91
7379,8833,241,2024-06-27,2024-07-01,Second Class,54,359.94
7380,3587,409,2024-06-27,2024-07-04,Standard Class,574,3691.83
7381,6840,697,2024-06-27,2024-06-28,First Class,348,3497.23
7382,5684,681,2024-06-27,2024-06-28,First Class,359,514.97
7383,3084,227,2024-06-27,2024-06-28,First Class,600,130.55
7384,2735,416,2024-06-27,2024-06-28,First Class,139,1088.6
7385,8363,8,2024-06-27,2024-06-28,First Class,246,312.64
7386,7271,35,2024-06-27,2024-06-29,First Class,62,1478.61
7387,257,456,2024-06-27,2024-07-03,Standard Class,237,250.86
7388,2572,68,2024-06-27,2024-06-30,Second Class,569,461.91
7389,2864,260,2024-06-28,2024-06-29,First Class,409,11.52
7390,8488,264,2024-06-28,2024-07-02,Second Class,23,939.95
7391,1560,16,2024-06-28,2024-06-29,First Class,65,24.55
7392,4970,675,2024-06-28,2024-07-03,Standard Class,268,215.34
7393,7504,448,2024-06-28,2024-07-03,Standard Class,271,2678.52
7394,9294,458,2024-06-28,2024-06-28,Same Day,570,745.68
7395,8131,493,2024-06-28,2024-06-30,First Class,338,2135.88
7396,9135,459,2024-06-28,2024-07-02,Second Class,283,419.7
7397,4007,655,2024-06-28,2024-07-04,Standard Class,21,1300.35
7398,8831,453,2024-06-28,2024-06-28,Same Day,380,149.78
7399,5567,288,2024-06-28,2024-07-02,Second Class,352,58.71
7400,512,510,2024-06-29,2024-07-03,Second Class,79,666.53
7401,2693,645,2024-06-29,2024-07-01,First Class,291,1430.48
7402,2489,695,2024-06-29,2024-07-03,Second Class,504,3457.94
7403,8713,474,2024-06-29,2024-07-04,Standard Class,385,1737.73
7404,9579,478,2024-06-29,2024-06-29,Same Day,33,1245.68
7405,2413,683,2024-06-29,2024-06-29,Same Day,41,724.85
7406,4418,689,2024-06-29,2024-06-29,Same Day,566,601.86
7407,9465,278,2024-06-29,2024-06-29,Same Day,333,1734.56
7408,5295,260,2024-06-29,2024-07-01,First Class,371,330.74
7409,5983,493,2024-06-29,2024-06-29,Same Day,461,52.6
7410,809,676,2024-06-29,2024-07-01,First Class,359,29.98
7411,5407,95,2024-06-30,2024-07-07,Standard Class,471,1954.33
7412,9242,51,2024-06-30,2024-06-30,Same Day,595,886.92
7413,829,260,2024-06-30,2024-07-07,Standard Class,156,2784.78
7414,5071,5,2024-06-30,2024-07-05,Standard Class,284,198.46
7415,4445,435,2024-06-30,2024-07-04,Second Class,5,20.64
7416,523,662,2024-06-30,2024-07-07,Standard Class,91,6.56
7417,9770,658,2024-07-01,2024-07-04,Second Class,381,2614.4
7418,4471,628,2024-07-02,2024-07-08,Standard Class,67,208.33
7419,788,686,2024-07-03,2024-07-03,Same Day,605,656.35
7420,3826,514,2024-07-04,2024-07-08,Second Class,586,552.56
7421,6468,460,2024-07-04,2024-07-07,Second Class,486,621.43
7422,3282,700,2024-07-04,2024-07-05,First Class,164,690.53
7423,2044,85,2024-07-04,2024-07-05,First Class,25,1009.41
7424,2465,512,2024-07-05,2024-07-06,First Class,454,92.2
7425,4727,460,2024-07-05,2024-07-09,Second Class,35,1049.89
7426,7182,700,2024-07-05,2024-07-05,Same Day,383,787.32
7427,4854,107,2024-07-05,2024-07-07,First Class,393,4558.48
7428,295,631,2024-07-07,2024-07-07,Same Day,518,1773.82
7429,6756,628,2024-07-07,2024-07-11,Second Class,107,39.6
7430,7777,660,2024-07-07,2024-07-10,Second Class,587,4729.67
7431,440,660,2024-07-07,2024-07-10,Second Class,401,1830.07
7432,8013,236,2024-07-07,2024-07-10,Second Class,249,261.85
7433,684,444,2024-07-08,2024-07-08,Same Day,380,315.04
7434,1008,514,2024-07-08,2024-07-09,First Class,533,82.6
7435,1175,690,2024-07-08,2024-07-10,First Class,440,247.82
7436,271,19,2024-07-09,2024-07-16,Standard Class,256,540.27
7437,9538,44,2024-07-09,2024-07-11,First Class,412,342.11
7438,2606,402,2024-07-09,2024-07-11,First Class,90,2829.39
7439,8820,122,2024-07-10,2024-07-17,Standard Class,595,1352.92
7440,3922,230,2024-07-10,2024-07-12,First Class,602,983.5
7441,182,218,2024-07-10,2024-07-10,Same Day,411,301.66
7442,7489,688,2024-07-10,2024-07-10,Same Day,263,848.48
7443,331,638,2024-07-10,2024-07-17,Standard Class,226,558.84
7444,4265,635,2024-07-11,2024-07-11,Same Day,318,861.5
7445,4004,18,2024-07-11,2024-07-12,First Class,172,890.82
7446,7135,306,2024-07-12,2024-07-15,Second Class,544,84.17
7447,3552,85,2024-07-12,2024-07-12,Same Day,407,326.81
7448,8273,408,2024-07-12,2024-07-13,First Class,100,2819.59
7449,2313,703,2024-07-12,2024-07-12,Same Day,322,211.78
7450,3597,613,2024-07-12,2024-07-13,First Class,263,2228.39
7451,3771,287,2024-07-13,2024-07-13,Same Day,224,1470.5
7452,5899,85,2024-07-13,2024-07-13,Same Day,12,2950.94
7453,3535,286,2024-07-13,2024-07-15,First Class,407,122.97
7454,490,629,2024-07-13,2024-07-13,Same Day,83,394.4
7455,312,630,2024-07-14,2024-07-20,Standard Class,497,3243.06
7456,4333,523,2024-07-14,2024-07-21,Standard Class,625,3885.37
7457,3072,65,2024-07-14,2024-07-19,Standard Class,471,2169.85
7458,4214,126,2024-07-14,2024-07-15,First Class,602,1420.57
7459,3158,301,2024-07-15,2024-07-17,First Class,425,112.72
7460,499,70,2024-07-15,2024-07-15,Same Day,544,238.2
7461,1661,284,2024-07-15,2024-07-22,Standard Class,62,301.97
7462,6133,521,2024-07-15,2024-07-16,First Class,535,389.28
7463,7812,692,2024-07-15,2024-07-15,Same Day,116,954.5
7464,8691,712,2024-07-15,2024-07-18,Second Class,489,463.83
7465,8503,269,2024-07-16,2024-07-18,First Class,433,30.98
7466,8251,265,2024-07-16,2024-07-19,Second Class,410,245.27
7467,8393,650,2024-07-16,2024-07-16,Same Day,110,90.1
7468,7837,646,2024-07-16,2024-07-23,Standard Class,256,300.36
7469,8796,62,2024-07-16,2024-07-16,Same Day,394,2.92
7470,2725,83,2024-07-16,2024-07-20,Second Class,189,117.96
7471,2187,613,2024-07-16,2024-07-23,Standard Class,355,800.29
7472,208,467,2024-07-16,2024-07-23,Standard Class,234,617.84
7473,4715,521,2024-07-16,2024-07-16,Same Day,240,64.44
7474,538,239,2024-07-16,2024-07-17,First Class,287,34.48
7475,4575,636,2024-07-16,2024-07-21,Standard Class,392,633.01
7476,3980,502,2024-07-17,2024-07-23,Standard Class,31,1053.81
7477,2668,24,2024-07-17,2024-07-21,Second Class,563,1811.53
7478,1344,658,2024-07-17,2024-07-24,Standard Class,129,105.48
7479,9762,315,2024-07-17,2024-07-21,Second Class,504,1727.91
7480,6470,658,2024-07-17,2024-07-18,First Class,197,107.36
7481,1198,614,2024-07-17,2024-07-20,Second Class,189,719.36
7482,1953,430,2024-07-17,2024-07-21,Second Class,289,1684.68
7483,6848,640,2024-07-18,2024-07-18,Same Day,424,107.59
7484,970,409,2024-07-18,2024-07-24,Standard Class,397,361.01
7485,945,527,2024-07-18,2024-07-18,Same Day,320,25.92
7486,905,618,2024-07-18,2024-07-20,First Class,124,280.2
7487,5808,440,2024-07-18,2024-07-20,First Class,8,12.39
7488,1482,521,2024-07-18,2024-07-20,First Class,66,173.8
7489,3,617,2024-07-18,2024-07-22,Second Class,66,2517.76
7490,7527,417,2024-07-18,2024-07-23,Standard Class,401,34.48
7491,6909,708,2024-07-18,2024-07-18,Same Day,507,66.4
7492,2309,254,2024-07-18,2024-07-19,First Class,24,187.89
7493,5696,663,2024-07-19,2024-07-20,First Class,529,95.13
7494,8472,479,2024-07-19,2024-07-20,First Class,521,94.67
7495,957,274,2024-07-19,2024-07-22,Second Class,411,15.24
7496,2621,715,2024-07-19,2024-07-23,Second Class,273,99.95
7497,7124,502,2024-07-19,2024-07-22,Second Class,71,2309.52
7498,2638,651,2024-07-19,2024-07-23,Second Class,385,149.94
7499,8846,10,2024-07-19,2024-07-19,Same Day,46,510.13
7500,435,290,2024-07-19,2024-07-24,Standard Class,30,185.91
7501,594,269,2024-07-19,2024-07-19,Same Day,115,1950.49
7502,8801,684,2024-07-20,2024-07-20,Same Day,180,2702.38
7503,2530,221,2024-07-20,2024-07-20,Same Day,272,23.92
7504,7542,498,2024-07-20,2024-07-23,Second Class,58,7.9
7505,5698,74,2024-07-20,2024-07-20,Same Day,535,2900.79
7506,988,466,2024-07-20,2024-07-26,Standard Class,341,41.2
7507,9969,94,2024-07-20,2024-07-22,First Class,103,989.03
7508,8544,502,2024-07-20,2024-07-20,Same Day,294,2782.18
7509,6624,715,2024-07-20,2024-07-22,First Class,519,335.01
7510,9070,116,2024-07-20,2024-07-20,Same Day,79,703.43
7511,8325,506,2024-07-20,2024-07-20,Same Day,327,3587.96
7512,6975,410,2024-07-21,2024-07-26,Standard Class,560,2554.15
7513,5581,496,2024-07-21,2024-07-27,Standard Class,497,1658.97
7514,9427,679,2024-07-21,2024-07-24,Second Class,275,555.2
7515,9303,460,2024-07-21,2024-07-28,Standard Class,534,876.3
7516,7150,667,2024-07-21,2024-07-23,First Class,265,692.72
7517,6999,273,2024-07-21,2024-07-25,Second Class,39,2001.37
7518,25,669,2024-07-21,2024-07-23,First Class,226,1088.08
7519,9896,452,2024-07-21,2024-07-28,Standard Class,262,1595.91
7520,5394,420,2024-07-21,2024-07-27,Standard Class,75,14.4
7521,9267,714,2024-07-21,2024-07-26,Standard Class,90,557.48
7522,9701,501,2024-07-21,2024-07-23,First Class,156,2674.61
7523,4246,613,2024-07-21,2024-07-24,Second Class,217,342.83
7524,1965,632,2024-07-22,2024-07-28,Standard Class,466,1993.86
7525,2392,642,2024-07-22,2024-07-22,Same Day,130,382.67
7526,9293,459,2024-07-22,2024-07-22,Same Day,545,42.24
7527,5993,503,2024-07-22,2024-07-24,First Class,30,613.44
7528,7104,417,2024-07-22,2024-07-22,Same Day,480,606.98
7529,693,645,2024-07-22,2024-07-24,First Class,600,202.05
7530,1457,702,2024-07-22,2024-07-22,Same Day,46,4921.31
7531,2866,716,2024-07-22,2024-07-22,Same Day,52,4372.74
7532,4456,421,2024-07-22,2024-07-29,Standard Class,482,766.09
7533,1142,476,2024-07-22,2024-07-28,Standard Class,435,154.56
7534,9569,35,2024-07-22,2024-07-22,Same Day,14,1065.1
7535,7641,433,2024-07-22,2024-07-26,Second Class,353,239.02
7536,686,410,2024-07-22,2024-07-28,Standard Class,359,454.11
7537,8694,260,2024-07-23,2024-07-23,Same Day,44,142.37
7538,2789,626,2024-07-23,2024-07-29,Standard Class,95,823.11
7539,980,433,2024-07-23,2024-07-25,First Class,148,185.19
7540,2292,643,2024-07-23,2024-07-27,Second Class,421,425.98
7541,9923,619,2024-07-23,2024-07-28,Standard Class,178,314.98
7542,5153,57,2024-07-23,2024-07-30,Standard Class,275,198.8
7543,8089,246,2024-07-23,2024-07-25,First Class,553,479.9
7544,9205,295,2024-07-23,2024-07-23,Same Day,464,149.7
7545,896,513,2024-07-24,2024-07-24,Same Day,578,613.02
7546,238,443,2024-07-24,2024-07-29,Standard Class,162,349.93
7547,9456,251,2024-07-24,2024-07-24,Same Day,200,162.48
7548,861,673,2024-07-24,2024-07-25,First Class,165,738.68
7549,3334,283,2024-07-24,2024-07-28,Second Class,166,1133.89
7550,7025,473,2024-07-24,2024-07-25,First Class,626,426.23
7551,6228,260,2024-07-25,2024-07-25,Same Day,423,242.58
7552,8671,698,2024-07-25,2024-07-25,Same Day,538,256.71
7553,8882,670,2024-07-25,2024-08-01,Standard Class,171,1209.23
7554,9067,615,2024-07-25,2024-08-01,Standard Class,133,220.0
7555,2548,675,2024-07-25,2024-08-01,Standard Class,357,95.91
7556,7186,698,2024-07-25,2024-07-28,Second Class,206,1908.21
7557,4338,97,2024-07-25,2024-07-31,Standard Class,602,8.2
7558,9987,705,2024-07-25,2024-07-25,Same Day,610,65.22
7559,348,498,2024-07-25,2024-07-25,Same Day,61,283.54
7560,8298,99,2024-07-25,2024-07-26,First Class,303,33.86
7561,5676,99,2024-07-25,2024-07-25,Same Day,280,760.98
7562,8943,267,2024-07-25,2024-07-25,Same Day,109,1011.87
7563,6348,465,2024-07-25,2024-07-27,First Class,243,4584.08
7564,6122,300,2024-07-25,2024-07-26,First Class,156,65.89
7565,4251,315,2024-07-25,2024-07-28,Second Class,397,675.16
7566,8247,507,2024-07-26,2024-08-01,Standard Class,360,11.92
7567,9882,714,2024-07-26,2024-07-26,Same Day,326,365.17
7568,9761,508,2024-07-26,2024-07-26,Same Day,363,972.94
7569,4512,625,2024-07-26,2024-07-26,Same Day,380,1061.84
7570,8045,426,2024-07-26,2024-08-01,Standard Class,429,12.38
7571,659,413,2024-07-26,2024-07-26,Same Day,68,1603.37
7572,1845,651,2024-07-26,2024-07-31,Standard Class,513,577.74
7573,2366,413,2024-07-26,2024-07-26,Same Day,139,975.45
7574,86,519,2024-07-27,2024-07-27,Same Day,423,186.86
7575,4040,464,2024-07-27,2024-08-02,Standard Class,238,4072.88
7576,263,661,2024-07-27,2024-07-28,First Class,528,175.72
7577,5584,507,2024-07-27,2024-07-27,Same Day,234,620.88
7578,3411,624,2024-07-27,2024-08-01,Standard Class,607,700.11
7579,3297,407,2024-07-27,2024-07-27,Same Day,14,335.33
7580,6664,643,2024-07-27,2024-07-31,Second Class,367,417.09
7581,6771,630,2024-07-27,2024-08-03,Standard Class,287,71.46
7582,9334,84,2024-07-28,2024-08-01,Second Class,79,637.95
7583,1940,690,2024-07-28,2024-07-28,Same Day,544,506.77
7584,1692,624,2024-07-28,2024-07-31,Second Class,10,1373.43
7585,5758,668,2024-07-28,2024-08-04,Standard Class,92,395.09
7586,4584,436,2024-07-28,2024-08-01,Second Class,552,824.95
7587,4157,218,2024-07-28,2024-07-31,Second Class,271,271.96
7588,353,646,2024-07-28,2024-08-01,Second Class,1,3478.5
7589,1730,319,2024-07-29,2024-07-29,Same Day,307,1655.78
7590,1414,319,2024-07-29,2024-07-29,Same Day,266,133.41
7591,9900,527,2024-07-29,2024-08-03,Standard Class,480,474.39
7592,7848,439,2024-07-29,2024-07-31,First Class,255,168.61
7593,8192,122,2024-07-29,2024-08-05,Standard Class,375,129.14
7594,1681,422,2024-07-29,2024-07-30,First Class,235,207.72
7595,3263,620,2024-07-29,2024-07-30,First Class,79,5140.62
7596,4885,98,2024-07-29,2024-08-02,Second Class,623,58.8
7597,635,669,2024-07-29,2024-07-29,Same Day,289,1562.07
7598,579,697,2024-07-29,2024-07-29,Same Day,226,2304.85
7599,7102,716,2024-07-29,2024-07-29,Same Day,125,180.19
7600,2999,696,2024-07-29,2024-07-30,First Class,314,208.98
7601,5310,221,2024-07-29,2024-07-29,Same Day,103,1645.22
7602,89,36,2024-07-29,2024-08-02,Second Class,197,7808.92
7603,1037,65,2024-07-29,2024-08-02,Second Class,224,13.12
7604,7115,695,2024-07-30,2024-07-30,Same Day,102,285.6
7605,7295,655,2024-07-30,2024-07-31,First Class,510,325.37
7606,9288,56,2024-07-30,2024-08-03,Second Class,456,1077.41
7607,1559,683,2024-07-30,2024-07-31,First Class,528,8438.56
7608,4383,432,2024-07-30,2024-08-03,Second Class,216,401.46
7609,3110,636,2024-07-30,2024-07-30,Same Day,57,22.96
7610,9683,308,2024-07-30,2024-08-01,First Class,403,98.68
7611,3114,661,2024-07-30,2024-08-04,Standard Class,189,3786.92
7612,7369,690,2024-07-30,2024-08-05,Standard Class,108,763.79
7613,367,95,2024-07-30,2024-07-30,Same Day,557,52.15
7614,9502,530,2024-07-30,2024-07-30,Same Day,516,20.64
7615,5556,303,2024-07-30,2024-08-05,Standard Class,325,2185.39
7616,8499,283,2024-07-30,2024-07-31,First Class,236,257.82
7617,5398,529,2024-07-30,2024-07-30,Same Day,357,737.93
7618,23,630,2024-07-30,2024-07-30,Same Day,483,1464.27
7619,4465,680,2024-07-30,2024-08-03,Second Class,271,11.68
7620,1437,466,2024-07-30,2024-07-30,Same Day,245,549.51
7621,4633,664,2024-07-30,2024-07-30,Same Day,72,262.49
7622,3843,283,2024-07-30,2024-08-05,Standard Class,562,1043.74
7623,6042,403,2024-08-06,2024-08-06,Same Day,467,263.96
7624,9910,626,2024-08-06,2024-08-06,Same Day,183,164.31
7625,6938,278,2024-08-06,2024-08-07,First Class,444,593.17
7626,2499,535,2024-08-07,2024-08-08,First Class,159,154.9
7627,6933,705,2024-08-07,2024-08-08,First Class,562,1700.75
7628,8762,322,2024-08-07,2024-08-11,Second Class,592,1304.04
7629,2556,706,2024-08-08,2024-08-10,First Class,611,134.36
7630,1378,142,2024-08-08,2024-08-11,Second Class,607,2191.22
7631,781,637,2024-08-09,2024-08-09,Same Day,569,754.73
7632,565,424,2024-08-09,2024-08-12,Second Class,586,63.78
7633,9711,43,2024-08-09,2024-08-10,First Class,319,159.05
7634,2874,498,2024-08-09,2024-08-11,First Class,461,1312.46
7635,3674,628,2024-08-09,2024-08-11,First Class,485,25.88
7636,4889,107,2024-08-10,2024-08-10,Same Day,289,321.0
7637,3126,140,2024-08-10,2024-08-13,Second Class,335,480.98
7638,3327,497,2024-08-10,2024-08-12,First Class,159,754.06
7639,219,626,2024-08-10,2024-08-12,First Class,41,20.65
7640,2186,254,2024-08-10,2024-08-12,First Class,545,619.92
7641,2583,675,2024-08-11,2024-08-14,Second Class,399,652.19
7642,851,665,2024-08-12,2024-08-15,Second Class,545,2131.61
7643,3314,482,2024-08-12,2024-08-18,Standard Class,581,1820.98
7644,6645,485,2024-08-12,2024-08-13,First Class,491,648.43
